City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Guerrero Negro,MX,2020-11-25 00:37:05,27.98,-114.06,62.1,81,0,11.16
308,Clyde River,CA,2020-11-25 00:37:06,70.47,-68.59,8.6,92,90,35.57
309,Sechura,PE,2020-11-25 00:32:07,-5.56,-80.82,65.34,77,93,15.35
310,Ust-Karsk,RU,2020-11-25 00:37:06,52.7,118.81,11.32,90,80,2.66
311,Dakoro,NE,2020-11-25 00:37:06,14.51,6.76,76.17,27,0,6.02
312,Kahului,US,2020-11-25 00:37:07,20.89,-156.47,82.4,65,75,26.4
313,Inhambane,MZ,2020-11-25 00:37:07,-23.86,35.38,77.92,93,8,11.05
314,Burnie,AU,2020-11-25 00:37:07,-41.07,145.92,59.0,88,100,13.0
315,Qingdao,CN,2020-11-25 00:37:07,36.1,120.37,45.0,52,75,2.24
316,Sao Gabriel,BR,2020-11-25 00:37:07,-30.34,-54.32,76.98,46,0,9.42
317,Alpena,US,2020-11-25 00:37:07,45.06,-83.43,33.01,95,90,6.93
318,Severomorsk,RU,2020-11-25 00:37:07,69.07,33.42,21.2,92,90,2.89
319,Inongo,CD,2020-11-25 00:37:08,-1.95,18.27,69.87,94,96,1.25
320,Ancud,CL,2020-11-25 00:37:08,-41.87,-73.82,53.01,93,20,9.17
321,Morro Bay,US,2020-11-25 00:37:08,35.37,-120.85,57.99,74,0,1.01
322,Havre-Saint-Pierre,CA,2020-11-25 00:37:08,50.23,-63.6,15.8,56,1,17.22
323,Cabra,ES,2020-11-25 00:37:08,37.47,-4.44,53.6,76,75,3.36
324,Mitsamiouli,KM,2020-11-25 00:37:08,-11.38,43.28,79.54,78,5,13.02
325,Vardo,NO,2020-11-25 00:37:09,70.37,31.11,35.83,82,100,11.12
326,Finschhafen,PG,2020-11-25 00:37:09,-6.6,147.87,84.18,70,16,1.28
327,Gizo,SB,2020-11-25 00:37:09,-8.1,156.84,81.64,79,96,14.65
328,Hailar,CN,2020-11-25 00:37:09,49.2,119.7,9.61,92,0,5.37
329,Aswan,EG,2020-11-25 00:37:09,24.09,32.91,61.45,32,0,7.07
330,Areia Branca,BR,2020-11-25 00:35:20,-4.96,-37.14,79.56,70,0,21.09
331,Dryden,CA,2020-11-25 00:37:10,49.78,-92.75,28.4,92,90,6.93
332,Trairi,BR,2020-11-25 00:37:10,-3.28,-39.27,79.99,78,11,12.46
333,Samana,DO,2020-11-25 00:37:10,19.21,-69.34,78.8,83,40,10.0
334,Port Macquarie,AU,2020-11-25 00:37:10,-31.43,152.92,82.0,32,0,1.99
335,Fairview,US,2020-11-25 00:37:10,40.81,-74.0,48.2,56,1,3.83
336,Sarab,IR,2020-11-25 00:37:10,38.61,44.99,36.45,73,100,2.28
337,Apollonia,GR,2020-11-25 00:37:10,36.97,24.72,57.2,62,93,24.16
338,Wajir,KE,2020-11-25 00:37:11,1.75,40.06,78.71,75,0,13.47
339,Kungurtug,RU,2020-11-25 00:37:11,50.6,97.52,11.52,92,100,0.36
340,Hampden,US,2020-11-25 00:37:11,42.17,-72.58,34.0,74,40,2.06
341,Foumban,CM,2020-11-25 00:37:11,5.73,10.9,65.71,68,100,3.33
342,Coquimbo,CL,2020-11-25 00:34:46,-29.95,-71.34,59.0,82,0,8.05
343,Canto Do Buriti,BR,2020-11-25 00:37:12,-8.11,-42.94,76.37,65,22,4.27
344,Comodoro Rivadavia,AR,2020-11-25 00:37:12,-45.87,-67.5,64.4,34,0,13.87
345,Buraydah,SA,2020-11-25 00:37:12,26.33,43.98,57.2,67,0,5.82
346,Gomel,BY,2020-11-25 00:37:12,52.43,30.98,39.2,100,90,11.18
347,Redding,US,2020-11-25 00:37:12,40.59,-122.39,66.2,32,1,5.82
348,Kimbe,PG,2020-11-25 00:37:13,-5.55,150.14,80.98,83,100,5.41
349,Acarau,BR,2020-11-25 00:37:13,-2.89,-40.12,80.02,80,45,15.99
350,Castrillon,ES,2020-11-25 00:37:13,43.4,-6.79,53.6,66,40,4.7
351,Sao Caetano De Odivelas,BR,2020-11-25 00:37:13,-0.75,-48.02,76.12,87,86,6.4
352,Norman Wells,CA,2020-11-25 00:37:13,65.28,-126.83,-0.4,77,90,3.36
353,Aklavik,CA,2020-11-25 00:37:13,68.22,-135.01,1.4,84,90,1.97
354,Hobyo,SO,2020-11-25 00:37:13,5.35,48.53,79.81,78,8,8.5
355,Walvis Bay,NA,2020-11-25 00:33:16,-22.96,14.51,57.99,87,38,3.36
356,Samarai,PG,2020-11-25 00:37:14,-10.62,150.67,84.54,68,100,7.87
357,Lebu,CL,2020-11-25 00:37:14,-37.62,-73.65,54.34,90,29,3.47
358,Portobelo,PA,2020-11-25 00:37:14,9.55,-79.65,79.0,99,62,6.64
359,Dunedin,NZ,2020-11-25 00:32:22,-45.87,170.5,57.99,69,0,28.01
360,Maldonado,UY,2020-11-25 00:36:26,-34.67,-54.92,66.0,93,0,20.8
361,Taywarah,AF,2020-11-25 00:37:14,33.35,64.42,23.61,97,37,1.5
362,Matamoros,MX,2020-11-25 00:36:05,25.53,-103.25,87.8,12,5,4.7
363,Jamuria,IN,2020-11-25 00:37:15,23.7,87.08,59.0,87,94,5.32
364,Flagstaff,US,2020-11-25 00:36:02,35.2,-111.65,42.8,38,1,6.93
365,Kaeo,NZ,2020-11-25 00:37:15,-35.1,173.78,68.0,91,70,13.0
366,Manacapuru,BR,2020-11-25 00:35:42,-3.3,-60.62,77.0,100,75,4.92
367,Redmond,US,2020-11-25 00:36:02,47.67,-122.12,48.0,93,100,7.25
368,Abu Samrah,SY,2020-11-25 00:37:16,35.3,37.18,52.43,66,75,5.88
369,Huaiyin,CN,2020-11-25 00:37:16,33.59,119.02,44.83,72,97,7.14
370,Palmer,US,2020-11-25 00:37:16,42.16,-72.33,30.0,74,40,2.46
371,Althofen,AT,2020-11-25 00:37:16,46.88,14.47,27.0,92,5,1.12
372,Murgab,TM,2020-11-25 00:37:16,37.5,61.97,24.8,85,0,6.93
373,Tieli,CN,2020-11-25 00:37:16,46.95,128.05,21.2,97,100,1.5
374,Sumenep,ID,2020-11-25 00:37:17,-7.02,113.87,85.59,67,100,1.63
375,Brae,GB,2020-11-25 00:37:17,60.4,-1.35,44.6,87,40,11.41
376,Presidente Prudente,BR,2020-11-25 00:36:25,-22.13,-51.39,82.4,45,0,6.93
377,Zaltan,LY,2020-11-25 00:37:18,32.95,11.87,64.53,76,12,7.9
378,Husavik,IS,2020-11-25 00:37:19,66.04,-17.34,26.6,92,90,13.44
379,Bambous Virieux,MU,2020-11-25 00:37:19,-20.34,57.76,75.2,88,75,11.41
380,North Bend,US,2020-11-25 00:37:19,43.41,-124.22,53.6,87,90,10.29
381,Manzanillo,CU,2020-11-25 00:37:19,20.34,-77.12,74.05,87,23,13.49
382,Hervey Bay,AU,2020-11-25 00:37:19,-25.3,152.85,84.0,57,75,8.05
383,Tarko-Sale,RU,2020-11-25 00:37:19,64.92,77.78,15.33,96,96,12.82
384,La Ronge,CA,2020-11-25 00:37:20,55.1,-105.28,17.6,92,90,8.05
385,Vanimo,PG,2020-11-25 00:37:20,-2.67,141.3,85.91,62,25,2.13
386,Teguldet,RU,2020-11-25 00:37:20,57.31,88.17,6.28,95,0,2.91
387,Esfarayen,IR,2020-11-25 00:37:20,37.08,57.51,26.6,92,0,2.98
388,Luoyang,CN,2020-11-25 00:32:32,34.68,112.45,44.01,99,92,4.45
389,Marzuq,YE,2020-11-25 00:37:20,14.4,46.47,65.79,55,21,3.62
390,Biu,NG,2020-11-25 00:37:21,10.61,12.19,70.25,34,98,5.55
391,Marysville,US,2020-11-25 00:33:37,48.05,-122.18,44.01,93,90,5.82
392,Pandan,PH,2020-11-25 00:37:21,14.05,124.17,81.95,69,49,18.03
393,Zemio,CF,2020-11-25 00:37:21,5.03,25.14,68.77,68,99,2.93
394,Iwanai,JP,2020-11-25 00:37:21,42.97,140.51,40.69,69,95,4.29
395,Nyurba,RU,2020-11-25 00:37:21,63.28,118.33,-4.31,91,71,5.97
396,Fernley,US,2020-11-25 00:35:02,39.61,-119.25,48.0,35,0,1.01
397,Srivardhan,IN,2020-11-25 00:37:22,18.03,73.02,74.48,65,100,3.4
398,Hirara,JP,2020-11-25 00:37:16,24.8,125.28,77.0,69,20,12.75
399,Hohhot,CN,2020-11-25 00:37:22,40.81,111.65,12.2,78,100,4.47
400,Kemijarvi,FI,2020-11-25 00:37:22,66.71,27.43,20.95,97,6,1.83
401,Pevek,RU,2020-11-25 00:37:22,69.7,170.31,23.4,96,100,15.28
402,Ihosy,MG,2020-11-25 00:37:23,-22.4,46.12,69.12,83,83,7.11
403,Finnsnes,NO,2020-11-25 00:37:23,69.23,17.98,23.0,100,100,16.11
404,Road Town,VG,2020-11-25 00:34:55,18.42,-64.62,80.01,83,20,12.57
405,Svetlyy,RU,2020-11-25 00:37:23,54.67,20.13,46.4,93,90,15.66
406,Mahibadhoo,MV,2020-11-25 00:37:23,3.78,72.97,82.78,65,61,6.02
407,Vallenar,CL,2020-11-25 00:35:06,-28.57,-70.76,66.34,35,0,2.33
408,Telenesti,MD,2020-11-25 00:37:24,47.5,28.37,36.0,80,0,4.7
409,Yuanping,CN,2020-11-25 00:37:24,38.72,112.76,28.53,88,89,3.71
410,Kokkola,FI,2020-11-25 00:33:16,63.84,23.13,33.01,100,7,2.24
411,Yurla,RU,2020-11-25 00:37:25,59.33,54.32,23.27,96,100,9.26
412,Pundaguitan,PH,2020-11-25 00:37:25,6.37,126.17,80.78,75,100,5.37
413,Baiao,BR,2020-11-25 00:37:25,-2.79,-49.67,75.97,88,3,2.75
414,Marawi,PH,2020-11-25 00:37:26,8.0,124.29,82.0,81,100,5.01
415,Taoudenni,ML,2020-11-25 00:37:26,22.68,-3.98,58.05,35,66,12.17
416,Pemangkat,ID,2020-11-25 00:37:26,1.17,108.97,78.13,85,99,5.5
417,Mormugao,IN,2020-11-25 00:37:26,15.4,73.8,73.4,83,20,3.36
418,Mustasaari,FI,2020-11-25 00:37:26,63.11,21.68,32.0,92,90,6.93
419,Lawrenceburg,US,2020-11-25 00:35:55,38.04,-84.9,48.2,66,1,4.7
420,Soverato,IT,2020-11-25 00:37:27,38.69,16.55,55.4,82,54,5.82
421,Tecoanapa,MX,2020-11-25 00:37:27,16.52,-98.75,80.37,75,0,4.76
422,Hoquiam,US,2020-11-25 00:37:27,46.98,-123.89,46.4,87,90,10.29
423,Roma,US,2020-11-25 00:32:28,43.21,-75.46,28.4,79,1,3.38
424,Beringovskiy,RU,2020-11-25 00:37:28,63.05,179.32,19.18,94,100,25.43
425,Margate,GB,2020-11-25 00:37:29,51.38,1.39,50.0,77,100,5.01
426,Tuatapere,NZ,2020-11-25 00:37:29,-46.13,167.68,69.01,43,0,7.0
427,Sylvan Lake,CA,2020-11-25 00:37:29,52.32,-114.09,28.4,79,90,2.24
428,Kattivakkam,IN,2020-11-25 00:37:29,13.22,80.32,80.6,88,90,11.41
429,Tabon,PH,2020-11-25 00:37:29,9.24,117.99,83.14,72,90,1.97
430,Rocha,UY,2020-11-25 00:37:31,-34.48,-54.33,77.34,71,0,12.26
431,Somerset West,ZA,2020-11-25 00:34:19,-34.08,18.82,59.0,58,75,4.7
432,Micheweni,TZ,2020-11-25 00:37:31,-4.97,39.83,78.75,84,7,4.65
433,Oranjemund,NA,2020-11-25 00:37:31,-28.55,16.43,60.35,80,0,11.23
434,Marathon,US,2020-11-25 00:37:31,44.9,-89.77,33.8,100,90,8.05
435,Kasongo-Lunda,CD,2020-11-25 00:37:31,-6.47,16.82,69.03,90,100,0.31
436,Roald,NO,2020-11-25 00:37:32,62.58,6.13,42.8,93,90,6.93
437,Gazli,UZ,2020-11-25 00:37:32,40.13,63.45,28.06,92,100,7.81
438,Perpignan,FR,2020-11-25 00:37:32,42.75,2.75,46.99,93,56,3.36
439,Vila Velha,BR,2020-11-25 00:37:32,-20.33,-40.29,71.6,94,75,9.66
440,Muisne,EC,2020-11-25 00:37:32,0.6,-80.03,72.73,88,100,8.19
441,Pendleton,US,2020-11-25 00:35:04,45.67,-118.79,50.0,53,1,5.82
442,Chandbali,IN,2020-11-25 00:37:32,20.78,86.77,64.27,55,100,8.32
443,Sur,OM,2020-11-25 00:37:33,22.57,59.53,75.02,64,0,15.39
444,Fare,PF,2020-11-25 00:37:33,-16.7,-151.02,81.68,78,0,13.04
445,Minturno,IT,2020-11-25 00:37:33,41.26,13.72,53.01,81,40,5.82
446,Hovd,MN,2020-11-25 00:37:33,48.01,91.64,10.56,82,93,0.51
447,Sorland,NO,2020-11-25 00:37:33,67.67,12.69,41.0,86,75,18.34
448,Nalut,LY,2020-11-25 00:37:34,30.33,10.85,53.87,80,0,5.99
449,Nabire,ID,2020-11-25 00:37:34,-3.37,135.48,80.13,82,100,3.51
450,Kastamonu,TR,2020-11-25 00:37:34,41.5,33.67,37.09,87,100,3.53
451,Pangai,TO,2020-11-25 00:37:34,-19.8,-174.35,82.4,74,75,9.17
452,Kleinmachnow,DE,2020-11-25 00:37:34,52.4,13.23,36.0,100,100,6.93
453,Teeli,RU,2020-11-25 00:37:34,51.03,90.23,12.18,94,85,0.49
454,Orbe,CH,2020-11-25 00:37:35,46.73,6.53,37.4,93,75,6.93
455,Inta,RU,2020-11-25 00:37:35,66.03,60.17,20.1,98,100,6.06
456,Kasamwa,TZ,2020-11-25 00:37:35,-2.85,32.43,64.09,93,64,1.61
457,Dicabisagan,PH,2020-11-25 00:37:35,17.08,122.42,78.51,78,26,11.88
458,Mount Gambier,AU,2020-11-25 00:36:41,-37.83,140.77,73.4,46,0,16.11
459,Alofi,NU,2020-11-25 00:37:36,-19.06,-169.92,82.4,74,75,14.99
460,Podosinovets,RU,2020-11-25 00:37:38,60.28,47.07,25.29,98,92,4.92
461,Chechat,IN,2020-11-25 00:37:38,24.77,75.88,57.31,46,0,4.61
462,Meulaboh,ID,2020-11-25 00:37:38,4.14,96.13,78.39,83,16,3.58
463,Kenai,US,2020-11-25 00:37:38,60.55,-151.26,30.99,80,90,6.93
464,Kurilsk,RU,2020-11-25 00:37:38,45.23,147.88,38.16,80,100,19.71
465,Saint-Pierre,RE,2020-11-25 00:37:38,-21.34,55.48,69.8,60,58,4.7
466,Port Hardy,CA,2020-11-25 00:37:39,50.7,-127.42,44.6,87,90,2.24
467,Qaqortoq,GL,2020-11-25 00:37:39,60.72,-46.03,37.4,51,100,25.28
468,Dickinson,US,2020-11-25 00:37:39,29.46,-95.05,75.99,78,75,11.41
469,Nemuro,JP,2020-11-25 00:37:39,43.32,145.57,37.4,55,75,6.93
470,Lingao,CN,2020-11-25 00:37:39,19.91,109.69,75.45,82,53,17.22
471,Okakarara,NA,2020-11-25 00:37:40,-20.58,17.43,70.16,23,24,9.06
472,Henties Bay,NA,2020-11-25 00:37:40,-22.12,14.28,57.99,88,0,11.59
473,Kaili,ID,2020-11-25 00:37:41,-3.46,120.21,71.67,85,100,0.85
474,Sosnovo-Ozerskoye,RU,2020-11-25 00:37:41,52.52,111.54,1.35,92,16,2.37
475,San Policarpo,PH,2020-11-25 00:37:41,12.18,125.51,83.41,72,0,17.72
476,Kudahuvadhoo,MV,2020-11-25 00:37:43,2.67,72.89,80.94,74,61,6.2
477,Stepnyak,KZ,2020-11-25 00:37:43,52.83,70.78,9.14,95,3,6.8
478,Irimbo,MX,2020-11-25 00:37:43,19.7,-100.48,73.4,27,5,2.66
479,Port-Gentil,GA,2020-11-25 00:37:43,-0.72,8.78,80.6,88,40,9.17
480,Nibong Tebal,MY,2020-11-25 00:37:43,5.17,100.48,77.0,83,20,3.29
481,Mandan,US,2020-11-25 00:37:44,46.83,-100.89,24.01,85,1,2.89
482,Zhangye,CN,2020-11-25 00:34:28,38.93,100.45,21.0,79,86,1.72
483,Buenos Aires,AR,2020-11-25 00:33:11,-34.61,-58.38,73.0,73,0,27.51
484,Caconda,AO,2020-11-25 00:37:45,-13.73,15.07,62.2,98,100,2.95
485,Conceicao Do Araguaia,BR,2020-11-25 00:37:45,-8.26,-49.26,78.8,67,5,2.73
486,Araouane,ML,2020-11-25 00:37:46,18.9,-3.53,62.37,29,33,10.67
487,Orhei,MD,2020-11-25 00:37:46,47.38,28.82,30.2,86,0,9.17
488,Altay,CN,2020-11-25 00:37:46,47.87,88.12,10.67,62,0,3.87
489,Ajdabiya,LY,2020-11-25 00:37:47,30.76,20.23,60.55,64,0,4.29
490,Palmares Do Sul,BR,2020-11-25 00:37:47,-30.26,-50.51,71.02,77,0,18.16
491,Kawalu,ID,2020-11-25 00:37:47,-7.38,108.21,78.71,74,100,4.12
492,La Ligua,CL,2020-11-25 00:33:31,-32.45,-71.23,64.4,52,0,10.29
493,Sorkjosen,NO,2020-11-25 00:37:47,69.8,20.93,27.64,89,100,10.76
494,Gonaives,HT,2020-11-25 00:34:44,19.45,-72.68,74.89,83,2,6.85
495,Lyuban,BY,2020-11-25 00:37:48,52.8,28.0,39.16,85,99,12.41
496,Kalmunai,LK,2020-11-25 00:37:48,7.42,81.82,77.47,83,100,7.23
497,Umm Kaddadah,SD,2020-11-25 00:37:49,13.6,26.69,70.93,23,4,10.63
498,Ugoofaaru,MV,2020-11-25 00:37:49,5.67,73.0,81.37,63,99,3.53
499,Niksar,TR,2020-11-25 00:37:49,40.59,36.95,42.94,70,100,0.98
500,Mweka,CD,2020-11-25 00:37:50,-4.85,21.57,66.7,100,100,1.52
501,Seoul,KR,2020-11-25 00:33:26,37.57,126.98,37.4,64,1,0.51
502,Beira,MZ,2020-11-25 00:37:51,-19.84,34.84,78.8,94,0,2.24
503,Liaoyang,CN,2020-11-25 00:37:52,41.27,123.17,28.4,79,100,4.47
504,Kamina,CD,2020-11-25 00:37:52,-8.74,24.99,65.77,98,100,5.35
505,Marfino,RU,2020-11-25 00:37:53,55.7,37.38,34.0,99,75,8.95
506,Axim,GH,2020-11-25 00:37:54,4.87,-2.24,78.55,86,2,6.38
507,Edson,CA,2020-11-25 00:36:41,53.58,-116.44,28.4,92,90,4.7
508,Juybar,IR,2020-11-25 00:37:55,36.64,52.91,46.6,71,0,6.87
509,Troitsko-Pechorsk,RU,2020-11-25 00:37:55,62.71,56.2,20.39,96,98,7.16
510,At-Bashi,KG,2020-11-25 00:37:56,41.17,75.81,11.71,64,100,0.94
511,Katangli,RU,2020-11-25 00:37:57,51.71,143.23,17.89,77,0,19.04
512,Carson City,US,2020-11-25 00:37:31,39.16,-119.77,48.2,39,40,5.82
513,Aksarayskiy,RU,2020-11-25 00:37:57,46.79,48.01,35.6,95,0,6.71
514,Yago,MX,2020-11-25 00:37:58,21.83,-105.07,80.6,47,5,8.05
515,Doha,QA,2020-11-25 00:35:33,25.29,51.53,68.0,72,0,10.29
516,Jerez,GT,2020-11-25 00:37:59,14.1,-89.75,77.0,65,0,4.65
517,Tongliao,CN,2020-11-25 00:35:47,43.61,122.27,21.07,94,48,8.1
518,Igunga,TZ,2020-11-25 00:35:29,-4.28,33.88,72.7,57,0,3.24
519,Guiren,CN,2020-11-25 00:38:02,33.67,118.19,43.39,72,100,5.86
520,Forbes,AU,2020-11-25 00:37:36,-33.38,148.02,80.51,35,0,8.37
521,Kloulklubed,PW,2020-11-25 00:38:03,7.04,134.26,87.8,66,75,9.17
522,Thoen,TH,2020-11-25 00:38:03,17.61,99.22,74.14,83,36,2.35
523,Candelaria,PH,2020-11-25 00:37:07,13.93,121.42,82.0,73,0,8.01
524,Winnemucca,US,2020-11-25 00:36:26,40.97,-117.74,46.4,42,1,6.93
525,Acurenam,GQ,2020-11-25 00:38:03,1.03,10.65,68.65,98,61,3.36
526,Tsiroanomandidy,MG,2020-11-25 00:38:04,-18.77,46.03,71.15,78,85,2.91
527,Sibolga,ID,2020-11-25 00:38:04,1.74,98.78,75.13,84,100,4.09
528,Paraiso,CR,2020-11-25 00:38:04,9.84,-83.87,71.6,78,40,11.41
529,Ivnya,RU,2020-11-25 00:38:05,51.06,36.13,33.8,98,75,6.71
530,Porto Santo,PT,2020-11-25 00:38:05,33.07,-16.34,64.4,77,40,11.41
531,Angoche,MZ,2020-11-25 00:38:06,-16.23,39.91,79.57,74,76,11.23
532,Owando,CG,2020-11-25 00:38:06,-0.48,15.9,71.47,92,100,2.04
533,Xuddur,SO,2020-11-25 00:38:07,4.12,43.89,74.05,82,0,10.87
534,Imeni Babushkina,RU,2020-11-25 00:38:07,59.76,43.13,28.24,98,99,3.0
535,Corinto,GR,2020-11-25 00:38:07,37.94,22.96,59.0,45,99,8.01
536,Smithville,US,2020-11-25 00:35:04,39.39,-94.58,52.0,87,90,5.82
537,Avera,US,2020-11-25 00:38:08,33.19,-82.53,53.6,66,1,5.82
538,Solhan,TR,2020-11-25 00:38:08,38.96,41.03,35.24,73,100,1.95
539,Sobolevo,RU,2020-11-25 00:38:08,54.43,31.9,34.05,98,100,2.46
540,Valparaiso,CL,2020-11-25 00:38:08,-33.04,-71.63,64.4,52,0,10.29
541,Viedma,AR,2020-11-25 00:38:08,-40.81,-63.0,60.01,50,88,12.93
542,Traverse City,US,2020-11-25 00:38:09,44.76,-85.62,33.8,80,90,6.93
543,Antofagasta,CL,2020-11-25 00:33:43,-23.65,-70.4,60.8,77,90,8.05
544,Mogadishu,SO,2020-11-25 00:38:09,2.04,45.34,79.56,79,0,8.39
545,Bubaque,GW,2020-11-25 00:38:09,11.28,-15.83,82.42,76,0,12.73
546,Volchikha,RU,2020-11-25 00:38:09,52.03,80.38,14.49,97,90,2.42
547,Provideniya,RU,2020-11-25 00:38:09,64.38,-173.3,39.2,86,90,29.08
548,Udachnyy,RU,2020-11-25 00:38:10,66.42,112.4,-0.4,84,0,6.71
549,Ocean City,US,2020-11-25 00:35:20,39.28,-74.57,43.0,74,1,2.44
550,Mapiri,BO,2020-11-25 00:38:10,-15.25,-68.17,78.75,56,57,0.96
551,Yamada,JP,2020-11-25 00:38:10,39.47,141.95,49.91,50,100,1.92
552,Cap-Aux-Meules,CA,2020-11-25 00:38:10,47.38,-61.86,28.4,68,100,35.57
553,Pati,ID,2020-11-25 00:38:10,-6.76,111.04,83.17,73,39,8.84
554,Biak,ID,2020-11-25 00:38:11,-0.91,122.88,84.22,67,100,2.44
555,Le Port,RE,2020-11-25 00:38:11,-20.94,55.29,73.4,64,0,13.87
556,Kuah,MY,2020-11-25 00:38:11,6.33,99.84,77.0,94,20,11.14
557,Anaco,VE,2020-11-25 00:38:11,9.44,-64.47,73.65,91,84,5.66
558,Ixtapa,MX,2020-11-25 00:38:11,20.7,-105.2,80.6,83,20,9.17
559,Bereda,ES,2020-11-25 00:38:12,43.27,-7.54,52.0,100,100,17.0
560,Mandalgovi,MN,2020-11-25 00:38:12,45.76,106.27,11.35,96,100,5.5
561,Reconquista,AR,2020-11-25 00:38:12,-29.15,-59.65,83.64,38,100,10.07
562,Mpophomeni,ZA,2020-11-25 00:38:12,-29.57,30.19,57.0,97,100,3.27
563,Flin Flon,CA,2020-11-25 00:38:12,54.77,-101.86,8.6,92,75,3.94
564,Hambantota,LK,2020-11-25 00:38:12,6.12,81.12,75.2,100,20,3.36
565,South Venice,US,2020-11-25 00:38:12,27.05,-82.42,73.99,60,90,8.05
566,Zyryanka,RU,2020-11-25 00:38:12,65.75,150.85,-1.53,91,100,17.05
567,Talnakh,RU,2020-11-25 00:37:03,69.49,88.4,15.8,92,75,15.66
568,Esperance,AU,2020-11-25 00:38:13,-33.87,121.9,60.8,72,90,19.46
